AdminName,GeoRegion,GeoSubreg,IncomeGrp,LendCat,VarDesc,UrbanPop,RuralPop,TotalPop,UrbanLA,RuralLA,TotalLA
Ireland,Europe,Northern Europe,High income,Not classified,Elevation between 10 and 25 meters,14494.6327767,6425.0322863,20919.665063,218.089828163,4041.08926046,4259.17908862
Saint-Martin (French part),Americas,Caribbean,High income,Not classified,Elevation under 5 meters,64.9056615829,27.7244992703,92.6301608533,2.56534319371,1.04833748844,3.61368068215
Seychelles,Africa,Eastern Africa,High income,IBRD,Elevation between 10 and 25 meters,375.066792488,1486.97275609,1862.03954858,2.0807280764,45.764838768,47.8455668444
New Zealand,Oceania,Australia and New Zealand,High income,Not classified,Elevation between 5 and 10 meters,273191.824049,94857.2819033,368049.105952,197.954432609,3433.26822219,3631.2226548
Finland,Europe,Northern Europe,High income,Not classified,Elevation between 100 and 200 meters,3049.43923442,58251.1613796,61300.6006141,442.577977952,133101.595383,133544.173361
Israel,Asia,Western Asia,High income,Not classified,Elevation between 400 and 800 meters,132822.428113,239911.876085,372734.304198,267.300581455,6141.42007621,6408.72065766
Spain,Europe,Southern Europe,High income,Not classified,Elevation between 50 and 100 meters,69773.2191723,50295.6279153,120068.847088,2220.26210017,11768.0358612,13988.2979614
China Hong Kong Special Administrative Region,Asia,Eastern Asia,High income,Not classified,Elevation between 5 and 10 meters,23542.7631876,273.947505891,23816.7106934,45.3127408912,8.4426018591,53.7553427503
Greece,Europe,Southern Europe,High income,Not classified,Elevation between 25 and 50 meters,449668.614873,199054.922658,648723.537531,494.231728275,5862.85417069,6357.08589897
Estonia,Europe,Northern Europe,High income,Not classified,Elevation under 5 meters,5104.14556873,10000.7109581,15104.8565268,14.8414962522,1421.06921179,1435.91070804
Greece,Europe,Southern Europe,High income,Not classified,Elevation between 400 and 800 meters,11996.2408961,60429.5362552,72425.7771513,148.148830675,33960.6726735,34108.8215042
Portugal,Europe,Southern Europe,High income,Not classified,Elevation between 10 and 25 meters,19936.1471757,4883.45443944,24819.6016152,335.229079308,1786.31958598,2121.54866529
Uruguay,Americas,South America,High income,IBRD,Elevation between 25 and 50 meters,45004.5584337,6903.72043155,51908.2788652,357.289024293,18428.2809043,18785.5699286
United States Virgin Islands,Americas,Caribbean,High income,Not classified,Elevation between 25 and 50 meters,380.311829224,348.508486541,728.820315766,20.2308562249,59.7240493022,79.9549055271
Netherlands,Europe,Western Europe,High income,Not classified,Elevation between 25 and 50 meters,402545.188789,815219.019386,1217764.20818,654.242442131,2622.91598144,3277.15842357
Spain,Europe,Southern Europe,High income,Not classified,Elevation between 5 and 10 meters,32146.7124454,7134.62761277,39281.3400582,633.777264885,1065.90813593,1699.68540081
United Kingdom of Great Britain and Northern Ireland,Europe,Northern Europe,High income,Not classified,Elevation between 100 and 200 meters,309040.981031,76600.6067167,385641.587748,5261.00828575,57426.8279906,62687.8362763
Poland,Europe,Eastern Europe,High income,IBRD,Elevation between 100 and 200 meters,5017900.07803,10083910.8333,15101810.9113,4965.09827665,151959.626625,156924.724902
Sweden,Europe,Northern Europe,High income,Not classified,Elevation between 5 and 10 meters,72641.4941993,51776.2369257,124417.731125,343.199294106,4853.53313802,5196.73243212
Trinidad and Tobago,Americas,Caribbean,High income,IBRD,Elevation between 400 and 800 meters,177.773986816,12983.5090704,13161.2830572,0.845490098,157.225455582,158.07094568
United Arab Emirates,Asia,Western Asia,High income,Not classified,Elevation between 400 and 800 meters,875.999944687,48205.3150885,49081.3150332,21.0055835247,1333.6349982,1354.64058173
Cayman Islands,Americas,Caribbean,High income,Not classified,Elevation under 5 meters,2379.37504816,5025.26184188,7404.63689004,4.18871206883,124.164623469,128.353335538
Czech Republic,Europe,Eastern Europe,High income,Not classified,Elevation between 400 and 800 meters,12213.452453,94926.5541518,107140.006605,764.564968705,42196.6795898,42961.2445585
Chile,Americas,South America,High income,IBRD,Elevation between 800 and 1500 meters,5521.76297431,81550.4648157,87072.22779,93.2725228667,134352.997837,134446.270359
Hungary,Europe,Eastern Europe,High income,Not classified,Elevation between 200 and 400 meters,55481.6532712,215802.181364,271283.834635,446.407780439,14094.409194,14540.8169744
China Hong Kong Special Administrative Region,Asia,Eastern Asia,High income,Not classified,Elevation between 200 and 400 meters,27519.9236946,19328.1923065,46848.1160011,45.3715866804,149.344540298,194.716126978
New Zealand,Oceania,Australia and New Zealand,High income,Not classified,Elevation between 5 and 10 meters,8115.95865507,3044.6778412,11160.6364963,197.954432609,3433.26822219,3631.2226548
Cayman Islands,Americas,Caribbean,High income,Not classified,Elevation between 10 and 25 meters,136.302612305,16.6670142756,152.96962658,2.94192242622,21.3361702926,24.2780927188
Monaco,Europe,Western Europe,High income,Not classified,Elevation between 50 and 100 meters,2256.31274414,0.0,2256.31274414,0.602403044701,0.0,0.602403044701
Germany,Europe,Western Europe,High income,Not classified,Elevation between 400 and 800 meters,135230.898229,317067.190381,452298.088609,5113.19484684,86250.9343544,91364.1292012
Barbados,Americas,Caribbean,High income,Not classified,Elevation under 5 meters,24.2511701584,34.7385835797,58.989753738,0.0762973800302,0.166849672562,0.243147052592
Japan,Asia,Eastern Asia,High income,Not classified,Elevation under 5 meters,269498.888044,21788.7015537,291287.589597,5582.09673372,2738.28230116,8320.37903488
Chile,Americas,South America,High income,IBRD,Elevation between 3000 and 5000 meters,49.1324298233,179195.50983,179244.64226,15.7519733906,113000.12025,113015.872224
Panama,Americas,Central America,High income,IBRD,Elevation between 25 and 50 meters,11923.5847778,10682.119122,22605.7038998,244.80290556,7045.22610034,7290.0290059
Japan,Asia,Eastern Asia,High income,Not classified,Elevation under 5 meters,722202.586895,54634.0857524,776836.672647,5582.09673372,2738.28230116,8320.37903488
Uruguay,Americas,South America,High income,IBRD,Elevation between 50 and 100 meters,12440.7788023,4831.83409436,17272.6128967,146.335217059,46947.9381371,47094.2733542
United States Virgin Islands,Americas,Caribbean,High income,Not classified,Elevation between 50 and 100 meters,434.757400632,301.332381323,736.089781955,23.1546957195,71.5407452824,94.6954410019
Trinidad and Tobago,Americas,Caribbean,High income,IBRD,Elevation between 200 and 400 meters,6569.60705566,59830.3857613,66399.9928169,16.9116173983,422.165335774,439.076953173
United Arab Emirates,Asia,Western Asia,High income,Not classified,Elevation between 200 and 400 meters,19125.8169584,358107.369042,377233.186,413.396684945,4489.95265108,4903.34933603
Trinidad and Tobago,Americas,Caribbean,High income,IBRD,Elevation between 50 and 100 meters,20910.2473278,50823.0590497,71733.3063775,109.847002268,818.421220293,928.268222561
United Arab Emirates,Asia,Western Asia,High income,Not classified,Elevation between 50 and 100 meters,5786.51396894,223729.114457,229515.628426,108.568388104,16803.1340433,16911.7024314
Seychelles,Africa,Eastern Africa,High income,IBRD,Elevation between 50 and 100 meters,185.872333527,980.234710198,1166.10704372,2.57062715292,50.826358583,53.3969857359
United States Virgin Islands,Americas,Caribbean,High income,Not classified,Elevation between 50 and 100 meters,1120.69483232,929.751882219,2050.44671454,23.1546957195,71.5407452824,94.6954410019
Uruguay,Americas,South America,High income,IBRD,Elevation between 50 and 100 meters,28975.4297782,12370.1951996,41345.6249779,146.335217059,46947.9381371,47094.2733542
Greece,Europe,Southern Europe,High income,Not classified,Elevation between 100 and 200 meters,91452.6634753,61306.4658485,152759.129324,522.311063947,17688.711361,18211.022425
Bahrain,Asia,Western Asia,High income,Not classified,Elevation between 50 and 100 meters,136.344955444,2728.66564941,2865.01060486,0.772666811943,15.463347733,16.236014545
San Marino,Europe,Southern Europe,High income,Not classified,Elevation between 50 and 100 meters,208.931518555,0.0,208.931518555,2.47682857513,0.0,2.47682857513
Poland,Europe,Eastern Europe,High income,IBRD,Elevation between 800 and 1500 meters,225.975204587,5825.46420971,6051.4394143,30.2858077288,1902.34477001,1932.63057774
Saint Kitts and Nevis,Americas,Caribbean,High income,IBRD,Elevation between 50 and 100 meters,20.4462442994,586.29742766,606.743671959,1.6661249008,49.8926778631,51.5588027639
Panama,Americas,Central America,High income,IBRD,Elevation between 1500 and 3000 meters,322.503509521,31543.4509042,31865.9544137,5.10233438015,1890.86855197,1895.97088635
Belgium,Europe,Western Europe,High income,Not classified,Elevation between 50 and 100 meters,48616.3873968,20302.0047016,68918.3920984,1201.81030774,2774.29794216,3976.1082499
New Caledonia,Oceania,Melanesia,High income,Not classified,Elevation between 200 and 400 meters,0.384746193886,2815.91226836,2816.29701455,0.00265865819529,4206.19567368,4206.19833233
British Virgin Islands,Americas,Caribbean,High income,Not classified,Elevation between 25 and 50 meters,1560.21737289,3368.84491035,4929.06228325,4.0631159544,27.7484517352,31.8115676896
Israel,Asia,Western Asia,High income,Not classified,Elevation between 5 and 10 meters,40131.0441163,12796.3362752,52927.3803915,102.15655256,85.5632031942,187.719755754
Ireland,Europe,Northern Europe,High income,Not classified,Elevation between 5 and 10 meters,53699.9196415,13429.0486419,67128.9682834,101.742329285,1152.09184472,1253.834174
New Zealand,Oceania,Australia and New Zealand,High income,Not classified,Elevation between 200 and 400 meters,6119.6031582,10175.4813732,16295.0845314,87.8406503499,56198.734081,56286.5747314
Turks and Caicos Islands,Americas,Caribbean,High income,Not classified,Elevation under 5 meters,36.5618908703,2233.6469091,2270.20879997,0.119902004022,570.420534681,570.540436685
Saint-Martin (French part),Americas,Caribbean,High income,Not classified,Elevation under 5 meters,86.4877465069,37.0638926327,123.55163914,2.56534319371,1.04833748844,3.61368068215
Gibraltar,Europe,Southern Europe,High income,Not classified,Elevation between 10 and 25 meters,12178.8573608,0.0,12178.8573608,2.43619550765,0.0,2.43619550765
Denmark,Europe,Northern Europe,High income,Not classified,Elevation between 25 and 50 meters,21922.2268526,16326.5605842,38248.7874368,674.496554475,13095.4034557,13769.9000102
Puerto Rico,Americas,Caribbean,High income,Not classified,Elevation between 200 and 400 meters,115033.376907,218994.871729,334028.248636,192.592511535,1782.3592498,1974.95176134
France,Europe,Western Europe,High income,Not classified,Elevation between 10 and 25 meters,118045.097299,94697.2965796,212742.393878,1947.20955081,11854.1709008,13801.3804516
French Polynesia,Oceania,Polynesia,High income,Not classified,Elevation between 10 and 25 meters,595.907910824,725.890367237,1321.79827806,16.2142659575,107.812973217,124.027239174
China Hong Kong Special Administrative Region,Asia,Eastern Asia,High income,Not classified,Elevation between 25 and 50 meters,26680.6753836,493.996155322,27174.6715389,95.9898579612,64.0151473042,160.005005265
New Zealand,Oceania,Australia and New Zealand,High income,Not classified,Elevation between 25 and 50 meters,73507.6130876,12324.6837796,85832.2968672,573.593758163,13538.4171026,14112.0108608
Andorra,Europe,Southern Europe,High income,Not classified,Elevation between 800 and 1500 meters,313.369797468,224.463295221,537.83309269,21.5637597442,39.3467420936,60.9105018377
Uruguay,Americas,South America,High income,IBRD,Elevation between 50 and 100 meters,9857.01025929,3671.86650444,13528.8767637,146.335217059,46947.9381371,47094.2733542
United States Virgin Islands,Americas,Caribbean,High income,Not classified,Elevation between 50 and 100 meters,599.927066088,504.27727039,1104.20433648,23.1546957195,71.5407452824,94.6954410019
United Arab Emirates,Asia,Western Asia,High income,Not classified,Elevation between 100 and 200 meters,519.674522758,128556.622549,129076.297072,57.9325635433,38174.4970915,38232.429655
Trinidad and Tobago,Americas,Caribbean,High income,IBRD,Elevation between 100 and 200 meters,2238.93196647,8844.27614256,11083.208109,46.4836120624,517.164411694,563.648023757
Estonia,Europe,Northern Europe,High income,Not classified,Elevation between 100 and 200 meters,8.56746578217,1086.62409131,1095.19155709,0.438220947981,3500.61638182,3501.05460277
Trinidad and Tobago,Americas,Caribbean,High income,IBRD,Elevation between 400 and 800 meters,44.8434486389,3459.97717142,3504.82062006,0.845490098,157.225455582,158.07094568
United Arab Emirates,Asia,Western Asia,High income,Not classified,Elevation between 400 and 800 meters,449.049599648,24807.8235483,25256.873148,21.0055835247,1333.6349982,1354.64058173
United Kingdom of Great Britain and Northern Ireland,Europe,Northern Europe,High income,Not classified,Elevation between 100 and 200 meters,330845.429918,63484.316159,394329.746077,5261.00828575,57426.8279906,62687.8362763
Palau,Oceania,Micronesia,High income,IBRD,Elevation between 5 and 10 meters,2.39458915591,52.649169773,55.0437589289,0.395542304963,24.2520931123,24.6476354172
Northern Mariana Islands,Oceania,Micronesia,High income,Not classified,Elevation between 5 and 10 meters,225.196865082,55.580431493,280.777296575,6.12644612789,5.75083573619,11.8772818641
Sweden,Europe,Northern Europe,High income,Not classified,Elevation under 5 meters,212578.538118,204488.825285,417067.363403,233.467551822,3397.99678026,3631.46433209
Hungary,Europe,Eastern Europe,High income,Not classified,Elevation between 200 and 400 meters,10823.1764922,45362.3793715,56185.5558637,446.407780439,14094.409194,14540.8169744
China Hong Kong Special Administrative Region,Asia,Eastern Asia,High income,Not classified,Elevation between 200 and 400 meters,11670.6832142,7603.0485096,19273.7317238,45.3715866804,149.344540298,194.716126978
Portugal,Europe,Southern Europe,High income,Not classified,Elevation between 5 and 10 meters,5071.70413584,1656.05963865,6727.76377448,113.668960813,624.141186681,737.810147494
China Hong Kong Special Administrative Region,Asia,Eastern Asia,High income,Not classified,Elevation between 100 and 200 meters,11355.3418565,2137.18560659,13492.5274631,88.1689603641,157.40002468,245.568985045
Hungary,Europe,Eastern Europe,High income,Not classified,Elevation between 100 and 200 meters,54790.1443159,99003.8068608,153793.951177,2659.76324568,44761.5807209,47421.3439665
Latvia,Europe,Northern Europe,High income,Not classified,Elevation between 50 and 100 meters,2277.30674822,15373.0320986,17650.3388469,114.020618143,20182.1197943,20296.1404124
Singapore,Asia,South-eastern Asia,High income,Not classified,Elevation between 50 and 100 meters,11148.65979,2509.04504395,13657.704834,4.30157393217,4.2123760581,8.51394999027
Slovenia,Europe,Southern Europe,High income,Not classified,Elevation between 50 and 100 meters,2336.95059791,3278.4964813,5615.44707921,23.6556146831,111.780190695,135.435805378
Guam,Oceania,Micronesia,High income,Not classified,Elevation between 5 and 10 meters,18.5363540649,226.366350822,244.902704887,0.752643167973,11.8389149702,12.5915581381
Spain,Europe,Southern Europe,High income,Not classified,Elevation between 400 and 800 meters,4797762.25493,8797755.89698,13595518.1519,3693.94315319,183122.363536,186816.306689
Republic of Korea,Asia,Eastern Asia,High income,Not classified,Elevation between 50 and 100 meters,285419.148854,85418.538029,370837.686883,3537.82756246,9858.56906416,13396.3966266
Bahamas,Americas,Caribbean,High income,Not classified,Elevation between 5 and 10 meters,34350.4572978,23231.828521,57582.2858188,170.038569374,3411.23757066,3581.27614004
Bahrain,Asia,Western Asia,High income,Not classified,Elevation between 5 and 10 meters,209205.503706,5197.51919889,214403.022905,115.347332384,28.9024443021,144.249776686
Italy,Europe,Southern Europe,High income,Not classified,Elevation between 100 and 200 meters,9210425.68057,2714089.47872,11924515.1593,4224.34883617,32720.9312487,36945.2800849
Liechtenstein,Europe,Western Europe,High income,Not classified,Elevation between 400 and 800 meters,375.480280638,313.343120813,688.823401451,37.4428050518,33.9269931316,71.3697981834
Monaco,Europe,Western Europe,High income,Not classified,Elevation between 25 and 50 meters,76.3458719254,0.0,76.3458719254,0.359384648502,0.0,0.359384648502
Saudi Arabia,Asia,Western Asia,High income,Not classified,Elevation between 50 and 100 meters,4451.4698494,28450.9060103,32902.3758597,306.768560648,74561.0814388,74867.8499995
Northern Mariana Islands,Oceania,Micronesia,High income,Not classified,Elevation between 100 and 200 meters,44.2712116241,223.400063086,267.67127471,1.66110110283,120.98278147,122.643882573
Hungary,Europe,Eastern Europe,High income,Not classified,Elevation between 200 and 400 meters,9239.02900872,39756.9073812,48995.9363899,446.407780439,14094.409194,14540.8169744
Australia,Oceania,Australia and New Zealand,High income,Not classified,Elevation between 800 and 1500 meters,72527.306937,132928.814757,205456.121694,94.0730480552,106904.299218,106998.372266
Antigua and Barbuda,Americas,Caribbean,High income,IBRD,Elevation between 10 and 25 meters,576.52639389,512.243117454,1088.76951134,13.158580482,92.0724996772,105.231080159
Australia,Oceania,Australia and New Zealand,High income,Not classified,Elevation between 10 and 25 meters,294836.82864,41589.3877957,336426.216436,2676.8805222,186063.729106,188740.609629
Germany,Europe,Western Europe,High income,Not classified,Elevation between 200 and 400 meters,392312.717472,759757.30998,1152070.02745,8707.54667438,70649.1606552,79356.7073295
Norway,Europe,Northern Europe,High income,Not classified,Elevation between 200 and 400 meters,48016.9785685,1035240.82291,1083257.80147,153.596861947,66896.0388657,67049.6357277
Spain,Europe,Southern Europe,High income,Not classified,Elevation between 100 and 200 meters,199652.442758,279629.803619,479282.246377,2334.24376586,24466.8657002,26801.109466
Oman,Asia,Western Asia,High income,Not classified,Elevation between 400 and 800 meters,5862.72660355,512048.675063,517911.401667,209.542442739,43732.9243117,43942.4667544
Cayman Islands,Americas,Caribbean,High income,Not classified,Elevation under 5 meters,67.9908544421,197.124996746,265.115851189,4.18871206883,124.164623469,128.353335538
Hungary,Europe,Eastern Europe,High income,Not classified,Elevation between 50 and 100 meters,5538.11844844,58320.5002457,63858.6186941,801.672586098,27001.9550345,27803.6276206
Greece,Europe,Southern Europe,High income,Not classified,Elevation between 800 and 1500 meters,3496.23101807,364158.466088,367654.697106,8.71491223574,23883.5738664,23892.2887787
Taiwan,Asia,Eastern Asia,High income,Not classified,Elevation between 100 and 200 meters,2952235.14838,966689.409607,3918924.55799,949.893947959,2347.81770705,3297.71165501
Australia,Oceania,Australia and New Zealand,High income,Not classified,Elevation between 200 and 400 meters,239577.728908,433093.149237,672670.878146,628.465787232,2746471.3759,2747099.84169
China Hong Kong Special Administrative Region,Asia,Eastern Asia,High income,Not classified,Elevation between 10 and 25 meters,139138.402347,1680.28271549,140818.685063,118.447625319,39.2511859091,157.698811229
New Zealand,Oceania,Australia and New Zealand,High income,Not classified,Elevation between 25 and 50 meters,859030.582738,195395.359297,1054425.94204,573.593758163,13538.4171026,14112.0108608
Cayman Islands,Americas,Caribbean,High income,Not classified,Elevation between 10 and 25 meters,167.591896057,28.6555684094,196.247464466,2.94192242622,21.3361702926,24.2780927188
Finland,Europe,Northern Europe,High income,Not classified,Elevation between 25 and 50 meters,17321.8548469,36998.6332437,54320.4880906,391.070676911,16186.4629916,16577.5336685
New Caledonia,Oceania,Melanesia,High income,Not classified,Elevation under 5 meters,129.810154757,112.07089906,241.881053816,5.85707428399,510.907361799,516.764436083
Latvia,Europe,Northern Europe,High income,Not classified,Elevation under 5 meters,2786.54875643,3749.54342099,6536.09217742,91.9365355452,1162.51154757,1254.44808311
Belgium,Europe,Western Europe,High income,Not classified,Elevation between 400 and 800 meters,64.2072886229,5690.99403432,5755.20132294,21.6028903723,3481.53266349,3503.13555387
Spain,Europe,Southern Europe,High income,Not classified,Elevation between 100 and 200 meters,67995.4437456,96040.2568726,164035.700618,2334.24376586,24466.8657002,26801.109466
British Virgin Islands,Americas,Caribbean,High income,Not classified,Elevation between 25 and 50 meters,324.345064163,703.375910181,1027.72097434,4.0631159544,27.7484517352,31.8115676896
Brunei Darussalam,Asia,South-eastern Asia,High income,Not classified,Elevation between 25 and 50 meters,8729.03244951,14972.5640568,23701.5965063,47.5980537941,1447.70010142,1495.29815522
United States of America,Americas,Northern America,High income,Not classified,Elevation between 400 and 800 meters,2976415.34635,2889626.09372,5866041.44008,8664.23899755,1653847.46377,1662511.70277
Slovenia,Europe,Southern Europe,High income,Not classified,Elevation between 5 and 10 meters,331.270553589,41.6385555267,372.909109116,3.77885146439,2.6910378933,6.46988935769
Singapore,Asia,South-eastern Asia,High income,Not classified,Elevation between 5 and 10 meters,24083.099156,698.549122269,24781.6482782,73.2078716382,55.4276866984,128.635558337
Republic of Korea,Asia,Eastern Asia,High income,Not classified,Elevation between 100 and 200 meters,1887166.74815,2181978.00197,4069144.75012,2193.10992034,17679.4689197,19872.57884
Kuwait,Asia,Western Asia,High income,Not classified,Elevation between 100 and 200 meters,913.650452614,180484.80398,181398.454433,21.8076772094,6640.71154493,6662.51922214
Sweden,Europe,Northern Europe,High income,Not classified,Elevation under 5 meters,213332.416602,205213.708193,418546.124795,233.467551822,3397.99678026,3631.46433209
Australia,Oceania,Australia and New Zealand,High income,Not classified,Elevation between 50 and 100 meters,105634.55766,24883.2846873,130517.842347,2071.58916125,770518.735212,772590.324373
Chile,Americas,South America,High income,IBRD,Elevation between 1500 and 3000 meters,312.921480894,566356.91162,566669.8331,64.4242372513,115012.219554,115076.643791
New Caledonia,Oceania,Melanesia,High income,Not classified,Elevation between 5 and 10 meters,711.781778004,361.55069609,1073.33247409,14.156650953,518.370972567,532.52762352
Canada,Americas,Northern America,High income,Not classified,Elevation between 100 and 200 meters,206996.258037,39524.833612,246521.091649,3148.45390552,1192174.67279,1195323.1267
Netherlands,Europe,Western Europe,High income,Not classified,Elevation between 5 and 10 meters,74722.2875068,57902.9097879,132625.197295,1226.85405895,3115.6993748,4342.55343375
China Hong Kong Special Administrative Region,Asia,Eastern Asia,High income,Not classified,Elevation between 10 and 25 meters,2334909.13059,33777.1004453,2368686.23103,118.447625319,39.2511859091,157.698811229
Greenland,Americas,Northern America,High income,Not classified,Elevation between 5 and 10 meters,27.4165534973,262.63344436,290.049997857,0.749646186829,2220.77619916,2221.52584535
Greece,Europe,Southern Europe,High income,Not classified,Elevation between 5 and 10 meters,11541.3249999,6926.38043265,18467.7054325,185.366938245,1650.57551155,1835.9424498
United Arab Emirates,Asia,Western Asia,High income,Not classified,Elevation between 25 and 50 meters,267.34148339,1813.72745237,2081.06893576,266.057129413,7055.74512699,7321.80225641
Lithuania,Europe,Northern Europe,High income,Not classified,Elevation between 5 and 10 meters,21424.169652,23152.8178015,44576.9874535,33.892124474,394.787719421,428.679843895
Puerto Rico,Americas,Caribbean,High income,Not classified,Elevation between 50 and 100 meters,50841.1981893,6931.75409843,57772.9522877,612.323640943,620.849462796,1233.17310374
Canada,Americas,Northern America,High income,Not classified,Elevation between 100 and 200 meters,177221.079514,45531.4264071,222752.505921,3148.45390552,1192174.67279,1195323.1267
Latvia,Europe,Northern Europe,High income,Not classified,Elevation between 100 and 200 meters,45662.312968,277130.098482,322792.41145,127.658077478,24030.983147,24158.6412245
Bahamas,Americas,Caribbean,High income,Not classified,Elevation under 5 meters,3743.85508229,65865.5220403,69609.3771226,14.8578088338,8511.7079879,8526.56579673
Bahrain,Asia,Western Asia,High income,Not classified,Elevation under 5 meters,345386.200962,55398.8363121,400785.037274,109.546746955,116.493449283,226.040196239
United Kingdom of Great Britain and Northern Ireland,Europe,Northern Europe,High income,Not classified,Elevation between 50 and 100 meters,1073075.3864,155669.690445,1228745.07684,6952.59869014,46228.2630922,53180.8617823
Sweden,Europe,Northern Europe,High income,Not classified,Elevation between 25 and 50 meters,94620.103598,80923.1618085,175543.265407,1176.97093885,24039.601485,25216.5724238
Latvia,Europe,Northern Europe,High income,Not classified,Elevation between 200 and 400 meters,0.83478821069,430.979680478,431.814468688,3.65610763431,1514.97691613,1518.63302377
Germany,Europe,Western Europe,High income,Not classified,Elevation between 25 and 50 meters,6479708.55777,4510385.3544,10990093.9122,4655.18637175,36785.2491568,41440.4355285
Republic of Korea,Asia,Eastern Asia,High income,Not classified,Elevation between 400 and 800 meters,2690.3084693,82834.5476646,85524.8561339,42.0211641192,17651.8033652,17693.8245293
Qatar,Asia,Western Asia,High income,Not classified,Elevation between 10 and 25 meters,15286.883698,4903.98741955,20190.8711175,318.932809524,2611.60298672,2930.53579625
Puerto Rico,Americas,Caribbean,High income,Not classified,Elevation between 10 and 25 meters,15537.8880815,1807.86327598,17345.7513575,265.243065682,395.690997656,660.934063339
Croatia,Europe,Southern Europe,High income,IBRD,Elevation under 5 meters,19831.5692442,19645.7091657,39477.2784099,38.1908659579,241.835413849,280.026279807
Gibraltar,Europe,Southern Europe,High income,Not classified,Elevation between 10 and 25 meters,651.329776764,0.0,651.329776764,2.43619550765,0.0,2.43619550765
Oman,Asia,Western Asia,High income,Not classified,Elevation between 10 and 25 meters,76425.0387778,92354.0178783,168779.056656,390.361319835,3437.58402221,3827.94534205
Puerto Rico,Americas,Caribbean,High income,Not classified,Elevation between 800 and 1500 meters,698.222122192,9405.51388124,10103.7360034,1.6349722743,191.936288297,193.571260571
Poland,Europe,Eastern Europe,High income,IBRD,Elevation between 200 and 400 meters,340585.159214,443308.853671,783894.012885,5671.47326238,58852.0247052,64523.4979676
Seychelles,Africa,Eastern Africa,High income,IBRD,Elevation under 5 meters,133.222188115,160.302925633,293.525113748,1.74372683652,51.7433906402,53.4871174768
Norway,Europe,Northern Europe,High income,Not classified,Elevation between 200 and 400 meters,1944.58562408,36563.2314939,38507.8171179,153.596861947,66896.0388657,67049.6357277
Oman,Asia,Western Asia,High income,Not classified,Elevation under 5 meters,1950.4596676,4360.18965989,6310.64932748,116.18015779,2074.39217393,2190.57233172
China Macao Special Administrative Region,Asia,Eastern Asia,High income,Not classified,Elevation between 10 and 25 meters,8631.20220852,6.82426166534,8638.02647018,6.31365197897,0.853952258825,7.16760423779
Lithuania,Europe,Northern Europe,High income,Not classified,Elevation between 10 and 25 meters,1348.14572188,1980.83705582,3328.98277771,63.1377510428,1219.57511622,1282.71286727
United Kingdom of Great Britain and Northern Ireland,Europe,Northern Europe,High income,Not classified,Elevation between 100 and 200 meters,341417.895103,62941.7208999,404359.616003,5261.00828575,57426.8279906,62687.8362763
Oman,Asia,Western Asia,High income,Not classified,Elevation between 100 and 200 meters,1652.95442239,44585.770029,46238.7244514,89.8868067861,114283.592437,114373.479244
Poland,Europe,Eastern Europe,High income,IBRD,Elevation between 200 and 400 meters,5255346.63836,6731058.49773,11986405.1361,5671.47326238,58852.0247052,64523.4979676
Hungary,Europe,Eastern Europe,High income,Not classified,Elevation between 50 and 100 meters,8206.9144994,96464.7266914,104671.641191,801.672586098,27001.9550345,27803.6276206
Curacao,Americas,Caribbean,High income,Not classified,Elevation under 5 meters,46.3955712579,9.74743372168,56.1430049796,3.54566985289,4.630308646,8.17597849888
Aruba,Americas,Caribbean,High income,Not classified,Elevation under 5 meters,47.442296207,80.0326592773,127.474955484,1.75734849647,3.46068529831,5.21803379478
Japan,Asia,Eastern Asia,High income,Not classified,Elevation between 200 and 400 meters,156020.285339,865193.62785,1021213.91319,3419.20131396,77753.8953646,81173.0966785
Greece,Europe,Southern Europe,High income,Not classified,Elevation between 25 and 50 meters,41328.7381966,21967.5695402,63296.3077368,494.231728275,5862.85417069,6357.08589897
United States Virgin Islands,Americas,Caribbean,High income,Not classified,Elevation between 100 and 200 meters,258.453139305,341.675146267,600.128285572,13.0579535365,65.8776764106,78.9356299471
Uruguay,Americas,South America,High income,IBRD,Elevation between 100 and 200 meters,4945.96275213,3213.84570696,8159.80845909,112.990875483,75325.98928,75438.9801555
Iceland,Europe,Northern Europe,High income,Not classified,Elevation between 50 and 100 meters,256.774791302,1151.29364424,1408.06843554,21.4672706302,5546.91818913,5568.38545976
New Caledonia,Oceania,Melanesia,High income,Not classified,Elevation under 5 meters,3551.50716746,3403.74017498,6955.24734244,5.85707428399,510.907361799,516.764436083
Slovakia,Europe,Eastern Europe,High income,Not classified,Elevation between 800 and 1500 meters,64.7170724869,16839.0173785,16903.734451,1.69575285912,6250.89679202,6252.59254488
Slovenia,Europe,Southern Europe,High income,Not classified,Elevation between 800 and 1500 meters,55.8802070618,3816.2370719,3872.11727896,0.593139886856,3475.35603577,3475.94917566
Chile,Americas,South America,High income,IBRD,Elevation between 3000 and 5000 meters,154.097876787,545268.469406,545422.567283,15.7519733906,113000.12025,113015.872224
Latvia,Europe,Northern Europe,High income,Not classified,Elevation between 100 and 200 meters,59114.6902756,388645.812364,447760.50264,127.658077478,24030.983147,24158.6412245
Panama,Americas,Central America,High income,IBRD,Elevation under 5 meters,38783.7736498,148045.024299,186828.797949,46.3154669626,2560.90210198,2607.21756895
Saint-Martin (French part),Americas,Caribbean,High income,Not classified,Elevation between 5 and 10 meters,69.5928442478,36.9960409552,106.588885203,4.31708095968,2.50720768888,6.82428864855
