AdminName,GeoRegion,GeoSubreg,IncomeGrp,LendCat,VarDesc,UrbanPop,RuralPop,TotalPop,UrbanLA,RuralLA,TotalLA
Malawi,Africa,Eastern Africa,Low income,IDA,Elevation between 100 and 200 meters,5327.2904129,228873.889914,234201.180327,6.60417097807,1859.27666569,1865.88083667
Madagascar,Africa,Eastern Africa,Low income,IDA,Elevation between 100 and 200 meters,17391.4459863,2123572.23245,2140963.67844,79.9190739989,65614.7957193,65694.7147933
Syrian Arab Republic,Asia,Western Asia,Low income,IDA,Elevation between 100 and 200 meters,3557.28120798,27712.7559736,31270.0371816,258.233560503,4757.72181765,5015.95537815
Yemen,Asia,Western Asia,Low income,IDA,Elevation between 100 and 200 meters,1523.54471654,48254.1023083,49777.6470248,40.6898049712,13975.8127582,14016.5025632
Guinea,Africa,Western Africa,Low income,IDA,Elevation between 25 and 50 meters,156691.735451,176249.607055,332941.342506,76.2653526063,3999.08839372,4075.35374633
Central African Republic,Africa,Middle Africa,Low income,IDA,Elevation between 200 and 400 meters,13145.4115935,8452.6712479,21598.0828414,145.953306764,26790.7085961,26936.6619029
Chad,Africa,Middle Africa,Low income,IDA,Elevation between 200 and 400 meters,4542.05231749,82790.0307772,87332.0830947,693.151756495,563710.37141,564403.523167
Mozambique,Africa,Eastern Africa,Low income,IDA,Elevation between 1500 and 3000 meters,59.8606615067,2554.22301103,2614.08367254,11.6280553937,1183.77065808,1195.39871347
Benin,Africa,Western Africa,Low income,IDA,Elevation under 5 meters,24364.0481508,30720.982738,55085.0308888,222.848321102,1051.47675434,1274.32507544
Yemen,Asia,Western Asia,Low income,IDA,Elevation between 3000 and 5000 meters,183.096668243,3849.75098276,4032.847651,5.82021826506,206.704557359,212.524775624
Somalia,Africa,Eastern Africa,Low income,IDA,Elevation between 200 and 400 meters,142.460923463,34540.1074866,34682.56841,317.150219738,154776.448103,155093.598323
Sierra Leone,Africa,Western Africa,Low income,IDA,Elevation between 10 and 25 meters,1022.60926855,2870.43835337,3893.04762192,92.0701269742,4252.79225582,4344.86238279
United Republic of Tanzania,Africa,Eastern Africa,Low income,IDA,Elevation between 400 and 800 meters,16295.9236423,97495.8698409,113791.793483,395.340979196,118602.908408,118998.249387
Mozambique,Africa,Eastern Africa,Low income,IDA,Elevation between 25 and 50 meters,28815.14342,45263.9809015,74079.1243215,676.268086053,43113.8062857,43790.0743718
Madagascar,Africa,Eastern Africa,Low income,IDA,Elevation between 100 and 200 meters,1149.80089733,139854.78395,141004.584847,79.9190739989,65614.7957193,65694.7147933
Malawi,Africa,Eastern Africa,Low income,IDA,Elevation between 100 and 200 meters,377.88615036,17930.005747,18307.8918974,6.60417097807,1859.27666569,1865.88083667
Sierra Leone,Africa,Western Africa,Low income,IDA,Elevation between 50 and 100 meters,3749.94096928,11130.9385602,14880.8795295,196.356132875,17288.7098536,17485.0659865
Gambia,Africa,Western Africa,Low income,IDA,Elevation between 10 and 25 meters,7569.88454955,8881.38878096,16451.2733305,238.677561992,3013.04385037,3251.72141236
Liberia,Africa,Western Africa,Low income,IDA,Elevation between 10 and 25 meters,4043.74480459,4805.56922803,8849.31403262,89.5820383132,3732.67546448,3822.25750279
Afghanistan,Asia,Southern Asia,Low income,IDA,Elevation between 1500 and 3000 meters,620160.971567,2275687.57872,2895848.55029,1180.15107009,235916.795672,237096.946742
Ethiopia,Africa,Eastern Africa,Low income,IDA,Elevation between 100 and 200 meters,9.04234182835,2799.84369385,2808.88603568,12.8730384111,5910.42104763,5923.29408604
Togo,Africa,Western Africa,Low income,IDA,Elevation under 5 meters,1050.82408765,3428.51316973,4479.33725738,27.8183255075,205.311435665,233.129761172
Somalia,Africa,Eastern Africa,Low income,IDA,Elevation between 5 and 10 meters,635.23151701,2963.98501246,3599.21652947,30.6002082601,3245.26790843,3275.86811669
Benin,Africa,Western Africa,Low income,IDA,Elevation between 5 and 10 meters,156605.97749,24377.5040416,180983.481532,203.393153809,411.068087659,614.461241468
Guinea,Africa,Western Africa,Low income,IDA,Elevation between 10 and 25 meters,24516.3586998,18652.8574991,43169.2161989,124.730107158,3010.68422054,3135.4143277
Yemen,Asia,Western Asia,Low income,IDA,Elevation between 10 and 25 meters,12071.3021959,50101.5443904,62172.8465862,111.803423166,4448.65047131,4560.45389447
Niger,Africa,Western Africa,Low income,IDA,Elevation between 200 and 400 meters,493010.792937,9225778.42397,9718789.2169,849.408806041,400921.835029,401771.243835
Malawi,Africa,Eastern Africa,Low income,IDA,Elevation between 400 and 800 meters,1135.09838979,33694.9148067,34830.0131965,167.315953783,29205.6823566,29372.9983104
Madagascar,Africa,Eastern Africa,Low income,IDA,Elevation between 400 and 800 meters,190.564202938,18028.6057145,18219.1699175,155.031127959,135483.092343,135638.123471
Democratic Republic of the Congo,Africa,Middle Africa,Low income,IDA,Elevation under 5 meters,9.67964206115,451.84772434,461.527366401,1.93466761625,602.569000849,604.503668465
Togo,Africa,Western Africa,Low income,IDA,Elevation between 10 and 25 meters,4912.24269351,3986.13436747,8898.37706098,97.3881653906,628.945724487,726.333889878
Liberia,Africa,Western Africa,Low income,IDA,Elevation between 400 and 800 meters,3563.75268245,292082.117995,295645.870678,69.023652494,10551.2654621,10620.2891146
Eritrea,Africa,Eastern Africa,Low income,IDA,Elevation between 800 and 1500 meters,109.041280031,88549.641284,88658.682564,38.100399971,30261.1278819,30299.2282819
Ethiopia,Africa,Eastern Africa,Low income,IDA,Elevation between 800 and 1500 meters,24937.9156432,1760670.05346,1785607.96911,759.934972405,377805.172133,378565.107105
South Sudan,Africa,Eastern Africa,Low income,IDA,Elevation between 400 and 800 meters,452.553337779,280032.189496,280484.742834,463.547562122,481725.462667,482189.010229
United Republic of Tanzania,Africa,Eastern Africa,Low income,IDA,Elevation between 5 and 10 meters,1473.38175005,1874.52660588,3347.90835594,64.8994071772,2308.72741023,2373.6268174
Democratic People's Republic of Korea,Asia,Eastern Asia,Low income,Not classified,Elevation between 800 and 1500 meters,8920.57324791,1002261.48464,1011182.05789,95.7174732089,28939.608461,29035.3259343
Sierra Leone,Africa,Western Africa,Low income,IDA,Elevation between 5 and 10 meters,43313.5673432,177390.470518,220704.037862,49.6825245842,3031.79938892,3081.4819135
Burundi,Africa,Eastern Africa,Low income,IDA,Elevation between 800 and 1500 meters,28112.6742492,208540.877062,236653.551311,320.836743772,8881.25943072,9202.0961745
Haiti,Americas,Caribbean,Low income,IDA,Elevation between 25 and 50 meters,10058.0288646,7379.42105797,17437.4499226,286.108610299,1191.87945529,1477.98806559
Democratic Republic of the Congo,Africa,Middle Africa,Low income,IDA,Elevation between 200 and 400 meters,333279.910845,655438.838023,988718.748868,1313.85959786,419298.964636,420612.824234
Liberia,Africa,Western Africa,Low income,IDA,Elevation between 800 and 1500 meters,4.00082355738,47.491965279,51.4927888364,5.11868000031,99.7234027386,104.842082739
Sierra Leone,Africa,Western Africa,Low income,IDA,Elevation between 5 and 10 meters,2770.58068081,10605.2421123,13375.8227931,49.6825245842,3031.79938892,3081.4819135
Liberia,Africa,Western Africa,Low income,IDA,Elevation between 100 and 200 meters,8.48917175829,4028.19659723,4036.68576899,29.0788959265,24591.5997649,24620.6786608
Democratic People's Republic of Korea,Asia,Eastern Asia,Low income,Not classified,Elevation between 50 and 100 meters,143837.513887,1525952.40167,1669789.91556,429.853476259,8470.7173661,8900.57084236
Liberia,Africa,Western Africa,Low income,IDA,Elevation between 5 and 10 meters,5599.77673212,1919.13800055,7518.91473267,173.033657402,1692.62554511,1865.65920251
United Republic of Tanzania,Africa,Eastern Africa,Low income,IDA,Elevation between 25 and 50 meters,87438.2718375,32790.9316402,120229.203478,300.618596973,6976.8814675,7277.50006447
Somalia,Africa,Eastern Africa,Low income,IDA,Elevation between 50 and 100 meters,8488.9270337,63570.4841181,72059.4111518,324.103925688,58426.0699967,58750.1739224
Syrian Arab Republic,Asia,Western Asia,Low income,IDA,Elevation between 25 and 50 meters,3400.94932493,2621.77219312,6022.72151806,106.464691258,179.096049636,285.560740894
Ethiopia,Africa,Eastern Africa,Low income,IDA,Elevation between 3000 and 5000 meters,2401.08425522,432347.405169,434748.489425,75.3164024353,15548.4934766,15623.8098791
Nepal,Asia,Southern Asia,Low income,IDA,Elevation between 200 and 400 meters,2305.16398621,44613.9342939,46919.0982801,153.744810283,8725.54683346,8879.29164374
Madagascar,Africa,Eastern Africa,Low income,IDA,Elevation between 400 and 800 meters,13253.676978,1253883.55761,1267137.23459,155.031127959,135483.092343,135638.123471
Benin,Africa,Western Africa,Low income,IDA,Elevation between 10 and 25 meters,264156.840965,391790.8866,655947.727565,210.888780117,1587.10852681,1797.99730692
Uganda,Africa,Eastern Africa,Low income,IDA,Elevation between 400 and 800 meters,200.054104581,15835.2308925,16035.2849971,60.3440831192,12752.0599989,12812.404082
Malawi,Africa,Eastern Africa,Low income,IDA,Elevation between 400 and 800 meters,4269.93851026,74734.3008908,79004.239401,167.315953783,29205.6823566,29372.9983104
Madagascar,Africa,Eastern Africa,Low income,IDA,Elevation between 400 and 800 meters,578.002676442,54682.790843,55260.7935194,155.031127959,135483.092343,135638.123471
Haiti,Americas,Caribbean,Low income,IDA,Elevation between 1500 and 3000 meters,136.262688637,6849.51325846,6985.77594709,5.7174924612,521.076772809,526.79426527
United Republic of Tanzania,Africa,Eastern Africa,Low income,IDA,Elevation under 5 meters,4924.68744233,17173.6349381,22098.3223804,19.7714106183,1233.78494756,1253.55635818
Mali,Africa,Western Africa,Low income,IDA,Elevation between 100 and 200 meters,42.9405138791,14292.6072978,14335.5478117,38.7161084712,29211.7998278,29250.5159363
Mozambique,Africa,Eastern Africa,Low income,IDA,Elevation between 200 and 400 meters,89178.5942579,4781736.28787,4870914.88213,304.693350971,167068.44108,167373.134431
Guinea-Bissau,Africa,Western Africa,Low income,IDA,Elevation under 5 meters,3134.74550793,41618.3033643,44753.0488722,14.761969775,5092.70553252,5107.46750229
Burkina Faso,Africa,Western Africa,Low income,IDA,Elevation between 200 and 400 meters,179309.215996,2486730.79316,2666040.00916,1442.61270706,260554.094753,261996.70746
Mozambique,Africa,Eastern Africa,Low income,IDA,Elevation between 100 and 200 meters,1306.40570136,55536.4766025,56842.8823038,270.897080079,131033.537778,131304.434858
Liberia,Africa,Western Africa,Low income,IDA,Elevation under 5 meters,193133.624784,38918.8847207,232052.509505,117.545444673,930.737532866,1048.28297754
Haiti,Americas,Caribbean,Low income,IDA,Elevation between 100 and 200 meters,759443.670867,1135963.41599,1895407.08685,185.192321725,3285.47278737,3470.66510909
United Republic of Tanzania,Africa,Eastern Africa,Low income,IDA,Elevation between 5 and 10 meters,156715.112068,210996.127439,367711.239506,64.8994071772,2308.72741023,2373.6268174
Mozambique,Africa,Eastern Africa,Low income,IDA,Elevation between 5 and 10 meters,139831.844005,340510.474606,480342.318611,208.674665962,11695.047715,11903.722381
Benin,Africa,Western Africa,Low income,IDA,Elevation between 100 and 200 meters,1026.79446968,10411.7282258,11438.5226954,457.632659853,18677.239058,19134.8717178
Yemen,Asia,Western Asia,Low income,IDA,Elevation between 50 and 100 meters,1558.82413821,19993.3648636,21552.1890018,71.6299397591,9993.41367299,10065.0436128
Liberia,Africa,Western Africa,Low income,IDA,Elevation between 25 and 50 meters,641.035985708,7086.97288261,7728.00886832,11.7794614434,5241.43234739,5253.21180883
Eritrea,Africa,Eastern Africa,Low income,IDA,Elevation between 400 and 800 meters,721.458968163,172193.122642,172914.58161,143.230074704,37148.2262886,37291.4563633
Ethiopia,Africa,Eastern Africa,Low income,IDA,Elevation between 400 and 800 meters,7072.73544759,843761.646926,850834.382373,154.057461977,282935.470465,283089.527927
Sierra Leone,Africa,Western Africa,Low income,IDA,Elevation between 25 and 50 meters,4802.0424237,8138.16767133,12940.210095,85.7528052628,5756.94971757,5842.70252284
Benin,Africa,Western Africa,Low income,IDA,Elevation between 5 and 10 meters,666982.035156,120320.479295,787302.514451,203.393153809,411.068087659,614.461241468
United Republic of Tanzania,Africa,Eastern Africa,Low income,IDA,Elevation between 1500 and 3000 meters,11297.5503783,121580.345207,132877.895585,701.658805978,106871.369586,107573.028392
Mali,Africa,Western Africa,Low income,IDA,Elevation between 25 and 50 meters,125558.195326,186953.771861,312511.967187,43.662771374,2424.40901075,2468.07178213
Democratic People's Republic of Korea,Asia,Eastern Asia,Low income,Not classified,Elevation between 200 and 400 meters,2868.4790114,162642.974947,165511.453958,251.186704427,19286.8300121,19538.0167166
Somalia,Africa,Eastern Africa,Low income,IDA,Elevation between 25 and 50 meters,6243.75425127,52414.4209142,58658.1751654,117.121848702,37009.1949392,37126.3167879
Benin,Africa,Western Africa,Low income,IDA,Elevation under 5 meters,186603.050514,287054.335746,473657.38626,222.848321102,1051.47675434,1274.32507544
Democratic People's Republic of Korea,Asia,Eastern Asia,Low income,Not classified,Elevation between 25 and 50 meters,21589.5049077,110661.774477,132251.279385,437.312640334,5306.27728542,5743.58992576
Guinea-Bissau,Africa,Western Africa,Low income,IDA,Elevation between 50 and 100 meters,9.64392772317,4312.23746781,4321.88139553,14.2923547626,7899.6091321,7913.90148686
Gambia,Africa,Western Africa,Low income,IDA,Elevation between 5 and 10 meters,2990.71355772,7852.15305875,10842.8666165,35.14912186,1249.41274431,1284.56186617
Rwanda,Africa,Eastern Africa,Low income,IDA,Elevation between 1500 and 3000 meters,26082.8088136,206395.076556,232477.88537,1008.43417424,14477.3350396,15485.7692139
Madagascar,Africa,Eastern Africa,Low income,IDA,Elevation between 100 and 200 meters,166.487731036,20250.5545797,20417.0423107,79.9190739989,65614.7957193,65694.7147933
United Republic of Tanzania,Africa,Eastern Africa,Low income,IDA,Elevation between 200 and 400 meters,55166.8385218,2039518.81882,2094685.65734,256.883966088,79182.373256,79439.2572221
Democratic People's Republic of Korea,Asia,Eastern Asia,Low income,Not classified,Elevation between 5 and 10 meters,29858.4503679,110731.272201,140589.722569,279.272439488,2655.1109268,2934.38336629
Eritrea,Africa,Eastern Africa,Low income,IDA,Elevation between 50 and 100 meters,0.321362107992,1147.79484834,1148.11621045,0.831056237221,4508.28607277,4509.11712901
Democratic Republic of the Congo,Africa,Middle Africa,Low income,IDA,Elevation under 5 meters,122.739973911,5729.3814527,5852.12142661,1.93466761625,602.569000849,604.503668465
Burundi,Africa,Eastern Africa,Low income,IDA,Elevation between 1500 and 3000 meters,2204.00195032,52188.8296466,54392.831597,500.899956286,15075.5535073,15576.4534636
Democratic People's Republic of Korea,Asia,Eastern Asia,Low income,Not classified,Elevation between 25 and 50 meters,33225.5874084,171065.489908,204291.077317,437.312640334,5306.27728542,5743.58992576
Gambia,Africa,Western Africa,Low income,IDA,Elevation under 5 meters,3403.00029054,26964.2663323,30367.2666228,15.8089047718,1947.94289078,1963.75179555
Guinea,Africa,Western Africa,Low income,IDA,Elevation between 200 and 400 meters,376.284050766,24279.4762708,24655.7603216,219.216823936,52146.2374173,52365.4542412
Somalia,Africa,Eastern Africa,Low income,IDA,Elevation between 50 and 100 meters,5906.03105511,44228.7293216,50134.7603767,324.103925688,58426.0699967,58750.1739224
Haiti,Americas,Caribbean,Low income,IDA,Elevation between 200 and 400 meters,7970.23869491,49962.0996233,57932.3383182,181.100553393,6817.56134337,6998.66189676
Benin,Africa,Western Africa,Low income,IDA,Elevation between 50 and 100 meters,3245.1520009,62691.2535985,65936.4055994,145.270207942,4572.52769113,4717.79789907
Yemen,Asia,Western Asia,Low income,IDA,Elevation between 3000 and 5000 meters,377.958503723,7646.97742081,8024.93592453,5.82021826506,206.704557359,212.524775624
Somalia,Africa,Eastern Africa,Low income,IDA,Elevation between 1500 and 3000 meters,126.516149998,124682.732015,124809.248165,7.62053585052,8932.74806005,8940.3685959
Togo,Africa,Western Africa,Low income,IDA,Elevation between 50 and 100 meters,15847.030777,191798.41514,207645.445917,49.599128902,2917.43477345,2967.03390235
Syrian Arab Republic,Asia,Western Asia,Low income,IDA,Elevation between 50 and 100 meters,74464.6261802,83907.608227,158372.234407,106.207871303,297.648404965,403.856276268
Liberia,Africa,Western Africa,Low income,IDA,Elevation between 200 and 400 meters,7772.43621969,822643.42804,830415.86426,141.001445949,37288.6173109,37429.6187569
Burundi,Africa,Eastern Africa,Low income,IDA,Elevation between 1500 and 3000 meters,3180.81031847,77537.3477799,80718.1580983,500.899956286,15075.5535073,15576.4534636
Guinea,Africa,Western Africa,Low income,IDA,Elevation between 50 and 100 meters,7279.03377253,6634.53773571,13913.5715082,115.175060332,11441.1239561,11556.2990165
Gambia,Africa,Western Africa,Low income,IDA,Elevation between 5 and 10 meters,7231.47109723,18424.80982,25656.2809172,35.14912186,1249.41274431,1284.56186617
Uganda,Africa,Eastern Africa,Low income,IDA,Elevation between 400 and 800 meters,5386.76667309,426338.559299,431725.325972,60.3440831192,12752.0599989,12812.404082
United Republic of Tanzania,Africa,Eastern Africa,Low income,IDA,Elevation between 800 and 1500 meters,59291.377559,818067.627947,877359.005506,2638.71054243,517893.431142,520532.141684
Yemen,Asia,Western Asia,Low income,IDA,Elevation between 50 and 100 meters,928.649301987,12450.8988214,13379.5481234,71.6299397591,9993.41367299,10065.0436128
Guinea,Africa,Western Africa,Low income,IDA,Elevation between 5 and 10 meters,122420.119953,144374.345605,266794.465558,53.8448270634,1677.69175808,1731.53658514
Liberia,Africa,Western Africa,Low income,IDA,Elevation under 5 meters,2276.04694684,555.560058448,2831.60700528,117.545444673,930.737532866,1048.28297754
Somalia,Africa,Eastern Africa,Low income,IDA,Elevation between 50 and 100 meters,65407.2432406,489812.55734,555219.80058,324.103925688,58426.0699967,58750.1739224
Democratic Republic of the Congo,Africa,Middle Africa,Low income,IDA,Elevation between 50 and 100 meters,5835.07555389,39343.830698,45178.9062519,11.7351686358,1613.19355629,1624.92872493
United Republic of Tanzania,Africa,Eastern Africa,Low income,IDA,Elevation between 200 and 400 meters,1914.86656596,70608.3411217,72523.2076876,256.883966088,79182.373256,79439.2572221
Benin,Africa,Western Africa,Low income,IDA,Elevation between 50 and 100 meters,7699.84558964,150255.856988,157955.702578,145.270207942,4572.52769113,4717.79789907
Syrian Arab Republic,Asia,Western Asia,Low income,IDA,Elevation between 100 and 200 meters,85580.8850937,666571.073759,752151.958852,258.233560503,4757.72181765,5015.95537815
Togo,Africa,Western Africa,Low income,IDA,Elevation between 100 and 200 meters,12030.6042175,1305545.66925,1317576.27347,131.231632411,18993.6061802,19124.8378126
United Republic of Tanzania,Africa,Eastern Africa,Low income,IDA,Elevation between 800 and 1500 meters,1154064.78509,10564782.2201,11718847.0052,2638.71054243,517893.431142,520532.141684
Mali,Africa,Western Africa,Low income,IDA,Elevation between 200 and 400 meters,1811481.09658,9209428.64614,11020909.7427,1263.98150553,1073228.00371,1074491.98522
Haiti,Americas,Caribbean,Low income,IDA,Elevation between 100 and 200 meters,82456.8120996,122066.553499,204523.365598,185.192321725,3285.47278737,3470.66510909
Haiti,Americas,Caribbean,Low income,IDA,Elevation between 800 and 1500 meters,2304.70006347,18801.9394793,21106.6395428,46.5164735913,2907.57390559,2954.09037918
Democratic People's Republic of Korea,Asia,Eastern Asia,Low income,Not classified,Elevation between 25 and 50 meters,19799.7427089,100225.417246,120025.159955,437.312640334,5306.27728542,5743.58992576
Tajikistan,Asia,Central Asia,Low income,IDA,Elevation over 5000 meters,0.031051970087,880.64457664,880.675628611,1.36385065317,5660.0984554,5661.46230605
Somalia,Africa,Eastern Africa,Low income,IDA,Elevation between 200 and 400 meters,45.4556457549,16256.1642721,16301.6199179,317.150219738,154776.448103,155093.598323
Benin,Africa,Western Africa,Low income,IDA,Elevation under 5 meters,28653.8388262,35734.9033835,64388.7422096,222.848321102,1051.47675434,1274.32507544
Democratic People's Republic of Korea,Asia,Eastern Asia,Low income,Not classified,Elevation under 5 meters,128088.719819,693102.454736,821191.174555,120.578580158,1390.01782015,1510.59640031
Nepal,Asia,Southern Asia,Low income,IDA,Elevation between 3000 and 5000 meters,0.669284105301,14499.1970415,14499.8663256,0.755764484406,29720.5937457,29721.3495102
Haiti,Americas,Caribbean,Low income,IDA,Elevation between 200 and 400 meters,25529.2604995,151722.479006,177251.739506,181.100553393,6817.56134337,6998.66189676
Mozambique,Africa,Eastern Africa,Low income,IDA,Elevation between 50 and 100 meters,355729.491789,2464769.49132,2820498.98311,386.302172661,93757.4563159,94143.7584885
Democratic People's Republic of Korea,Asia,Eastern Asia,Low income,Not classified,Elevation between 10 and 25 meters,17810.2657528,46182.7055564,63992.9713091,565.845149746,4141.60773394,4707.45288368
Burkina Faso,Africa,Western Africa,Low income,IDA,Elevation between 100 and 200 meters,42.0472847223,13426.0655759,13468.1128606,10.0796402693,4755.60899989,4765.68864016
Malawi,Africa,Eastern Africa,Low income,IDA,Elevation between 200 and 400 meters,7.73615503311,1421.03568514,1428.77184017,4.12929368019,3057.03747463,3061.16676831
Madagascar,Africa,Eastern Africa,Low income,IDA,Elevation between 200 and 400 meters,53.3541306965,30440.0567074,30493.4108381,83.0363334417,103872.315849,103955.352183
Nepal,Asia,Southern Asia,Low income,IDA,Elevation between 50 and 100 meters,45771.3991888,119983.895293,165755.294482,1211.00836977,5992.1935525,7203.20192228
Nepal,Asia,Southern Asia,Low income,IDA,Elevation between 100 and 200 meters,11168.4681211,68994.5356031,80163.0037242,915.868561298,13023.9731283,13939.8416896
Niger,Africa,Western Africa,Low income,IDA,Elevation between 400 and 800 meters,3275.05972246,287902.252416,291177.312138,387.807308555,730644.121629,731031.928938
Liberia,Africa,Western Africa,Low income,IDA,Elevation between 800 and 1500 meters,3.00950723886,35.5216368884,38.5311441272,5.11868000031,99.7234027386,104.842082739
Haiti,Americas,Caribbean,Low income,IDA,Elevation between 800 and 1500 meters,1894.64615345,15456.8752004,17351.5213538,46.5164735913,2907.57390559,2954.09037918
United Republic of Tanzania,Africa,Eastern Africa,Low income,IDA,Elevation between 200 and 400 meters,67211.4870496,2551177.32223,2618388.80928,256.883966088,79182.373256,79439.2572221
Burkina Faso,Africa,Western Africa,Low income,IDA,Elevation between 400 and 800 meters,4684.28678918,57144.7403641,61829.0271533,134.234602988,9032.67821158,9166.91281457
Niger,Africa,Western Africa,Low income,IDA,Elevation between 100 and 200 meters,106465.186813,685060.395821,791525.582634,86.6868163347,5338.89696446,5425.5837808
Madagascar,Africa,Eastern Africa,Low income,IDA,Elevation between 400 and 800 meters,1451.31676136,137303.950778,138755.267539,155.031127959,135483.092343,135638.123471
Malawi,Africa,Eastern Africa,Low income,IDA,Elevation between 400 and 800 meters,12435.5927499,208238.262524,220673.855274,167.315953783,29205.6823566,29372.9983104
Democratic People's Republic of Korea,Asia,Eastern Asia,Low income,Not classified,Elevation between 10 and 25 meters,188602.103746,471440.602881,660042.706628,565.845149746,4141.60773394,4707.45288368
Guinea-Bissau,Africa,Western Africa,Low income,IDA,Elevation between 50 and 100 meters,6.3981000185,2938.64768668,2945.0457867,14.2923547626,7899.6091321,7913.90148686
Malawi,Africa,Eastern Africa,Low income,IDA,Elevation between 200 and 400 meters,286.594219208,65389.9688365,65676.5630557,4.12929368019,3057.03747463,3061.16676831
Madagascar,Africa,Eastern Africa,Low income,IDA,Elevation between 200 and 400 meters,1559.63823569,889818.199909,891377.838145,83.0363334417,103872.315849,103955.352183
Uganda,Africa,Eastern Africa,Low income,IDA,Elevation between 3000 and 5000 meters,15.755278945,4672.93700361,4688.69228256,2.58144307137,782.163045764,784.744488835
Benin,Africa,Western Africa,Low income,IDA,Elevation between 10 and 25 meters,3984.36185336,5720.14238888,9704.50424225,210.888780117,1587.10852681,1797.99730692
Syrian Arab Republic,Asia,Western Asia,Low income,IDA,Elevation between 25 and 50 meters,6743.79761574,5200.46018572,11944.2578015,106.464691258,179.096049636,285.560740894
Democratic People's Republic of Korea,Asia,Eastern Asia,Low income,Not classified,Elevation between 200 and 400 meters,7538.82253809,422129.788155,429668.610693,251.186704427,19286.8300121,19538.0167166
Sierra Leone,Africa,Western Africa,Low income,IDA,Elevation between 50 and 100 meters,476373.487392,1231388.09634,1707761.58373,196.356132875,17288.7098536,17485.0659865
Rwanda,Africa,Eastern Africa,Low income,IDA,Elevation between 1500 and 3000 meters,47294.0422421,384108.626923,431402.669165,1008.43417424,14477.3350396,15485.7692139
Democratic People's Republic of Korea,Asia,Eastern Asia,Low income,Not classified,Elevation between 50 and 100 meters,9430.44528593,102811.873483,112242.318769,429.853476259,8470.7173661,8900.57084236
Malawi,Africa,Eastern Africa,Low income,IDA,Elevation between 800 and 1500 meters,106164.414475,473486.160457,579650.574932,571.088167459,51236.0742224,51807.1623898
Haiti,Americas,Caribbean,Low income,IDA,Elevation between 400 and 800 meters,7598.45055103,109056.1848,116654.635351,90.3349932432,7285.82503116,7376.16002441
Uganda,Africa,Eastern Africa,Low income,IDA,Elevation between 3000 and 5000 meters,86.7477684021,25730.5505509,25817.2983193,2.58144307137,782.163045764,784.744488835
Uganda,Africa,Eastern Africa,Low income,IDA,Elevation between 400 and 800 meters,10525.0621667,837907.530188,848432.592355,60.3440831192,12752.0599989,12812.404082
Madagascar,Africa,Eastern Africa,Low income,IDA,Elevation between 1500 and 3000 meters,37775.9136276,892924.83148,930700.745108,103.698975861,19573.6254361,19677.3244119
Democratic People's Republic of Korea,Asia,Eastern Asia,Low income,Not classified,Elevation between 1500 and 3000 meters,283.555524826,357393.947156,357677.502681,3.89686149359,8157.56862938,8161.46549088
Yemen,Asia,Western Asia,Low income,IDA,Elevation between 1500 and 3000 meters,27896.3195015,137197.315173,165093.634674,948.798980057,66344.2351813,67293.0341613
Malawi,Africa,Eastern Africa,Low income,IDA,Elevation between 400 and 800 meters,7792.64291155,152748.971701,160541.614612,167.315953783,29205.6823566,29372.9983104
Haiti,Americas,Caribbean,Low income,IDA,Elevation between 10 and 25 meters,69889.2431273,78810.8723372,148700.115465,217.844742819,1014.00331523,1231.84805805
Somalia,Africa,Eastern Africa,Low income,IDA,Elevation between 10 and 25 meters,50439.6701077,421829.799186,472269.469294,84.545551854,21653.7294088,21738.2749607
Benin,Africa,Western Africa,Low income,IDA,Elevation between 25 and 50 meters,2551.68758452,11359.6814326,13911.3690171,204.286515832,2488.62717658,2692.91369241
Liberia,Africa,Western Africa,Low income,IDA,Elevation between 25 and 50 meters,1330.87860453,12740.7393077,14071.6179122,11.7794614434,5241.43234739,5253.21180883
Democratic People's Republic of Korea,Asia,Eastern Asia,Low income,Not classified,Elevation between 10 and 25 meters,374564.178917,970543.27501,1345107.45393,565.845149746,4141.60773394,4707.45288368
Somalia,Africa,Eastern Africa,Low income,IDA,Elevation between 800 and 1500 meters,139.362027466,57987.642276,58127.0043034,100.936011553,95010.537034,95111.4730455
Somalia,Africa,Eastern Africa,Low income,IDA,Elevation between 400 and 800 meters,497.75643605,702666.792616,703164.549052,77.6761592627,148542.806332,148620.482491
Haiti,Americas,Caribbean,Low income,IDA,Elevation between 800 and 1500 meters,65452.0973129,565456.051556,630908.148869,46.5164735913,2907.57390559,2954.09037918
Haiti,Americas,Caribbean,Low income,IDA,Elevation between 100 and 200 meters,146215.930072,229053.59599,375269.526062,185.192321725,3285.47278737,3470.66510909
Madagascar,Africa,Eastern Africa,Low income,IDA,Elevation between 10 and 25 meters,7363.01474637,50962.3953377,58325.410084,164.9071015,21704.9421814,21869.8492829
Malawi,Africa,Eastern Africa,Low income,IDA,Elevation between 400 and 800 meters,26554.974637,409806.299234,436361.273871,167.315953783,29205.6823566,29372.9983104
Madagascar,Africa,Eastern Africa,Low income,IDA,Elevation between 400 and 800 meters,2400.46701081,227099.70104,229500.168051,155.031127959,135483.092343,135638.123471
Yemen,Asia,Western Asia,Low income,IDA,Elevation between 5 and 10 meters,2604.42111693,5115.64911859,7720.07023553,62.2524190117,1566.4290278,1628.68144681
